Training_Loss,Training_KL_Divergence,Training_Reconstruction,Validation_Loss,Validation_KL_Divergence,Validation_Reconstruction,Number of optimiser steps
196.43282603271214,8.042524928689135,-188.39030884697524,13.931495016655036,3.7025968838581997,-10.22889776989422,29
10.775911592464594,1.8336130870873768,-8.94229852745788,7.222549792939582,0.9766876760837251,-6.245862099976666,58
6.914538228919251,0.6891066357739837,-6.225431465392864,6.717870049772009,0.3263764086022841,-6.391494075808905,87
6.979056522890909,0.498493954785735,-6.480562456124673,8.011254935137993,0.5571685639102902,-7.4540863037109375,116
9.206824975607807,0.42611083700480773,-8.780714192753196,9.699135071408433,0.23737655487735715,-9.461758098771087,145
9.288536639565802,0.402045330375663,-8.886491230856361,7.4703922018540645,0.4466783472921996,-7.023714048672566,174
11.16392122161428,0.9103242470384827,-10.253596733791431,12.442288137115208,0.6008952908811316,-11.841393394807799,203
10.964646848323195,0.689365737099106,-10.275281264737265,8.957456462151182,0.5976768932511322,-8.35977915535986,232
11.339225757476907,0.5045002750156996,-10.834725368377786,13.182162867183179,1.8365570507218352,-11.345606170924365,261
13.557108564702784,0.5864929737566325,-12.970615424815454,12.59037882880827,0.48811411224635304,-12.102264944431,290
12.205765899775967,0.5022453841195743,-11.703520433116774,11.351761708217385,0.40778526795648895,-10.943976208172014,319
11.208191931576293,0.4338041582076,-10.774387397471704,10.638595192833284,0.38783073003313184,-10.250764424821972,348
10.532152476620912,0.4186567250791169,-10.113495571216385,10.008888894477776,0.37894243476665124,-9.629946683360412,377
9.887172042863503,0.4144262952079058,-9.472745783930971,9.342064756207762,0.3628617050373449,-8.979203080709002,406
9.10842266944961,0.4057030330813575,-8.702719691569907,8.440542997512143,0.3974790826307989,-8.043064218706789,435
8.060163640397649,0.41774074403033107,-7.64242271078461,7.246065384518784,0.39741770989072006,-6.848647396121405,464
6.78566263897022,0.38052035534657874,-6.405142198455374,5.933710925346982,0.28459086460349836,-5.649120162018632,493
5.271418283372099,0.32513784179351035,-4.9462806003490645,4.146451414158914,0.39138282083832054,-3.7550688211896777,522
7.419244623236777,0.32991001361523076,-7.089334599369811,7.664457966796065,0.1978828316241239,-7.466575284974765,551
7.096685982065926,0.2353636311591,-6.861322438703745,5.893741983228026,0.26373917655607243,-5.630002924826293,580
5.151498090077393,0.38708565016959967,-4.764412489852148,3.9660188476596256,0.33528364654135917,-3.630735279184527,609
7.125418613606278,0.2471153528451131,-6.878303174541435,6.795287537363778,0.18683043623392562,-6.608457042052683,638
6.399439275461889,0.43870520355157316,-5.960734231732252,5.539690435460184,0.4054738272607854,-5.134216578660813,667
4.907571671684627,0.44895665148784464,-4.458615076975628,3.8140400553171614,0.43488220619944346,-3.3791580200195312,696
6.319216300791916,0.2846854277193349,-6.034530837322937,6.235289037755106,0.16392841803289093,-6.071360630271709,725
5.553945249075927,0.37796366122749436,-5.175981527915206,4.443072428745506,0.4286970417056463,-4.014375365940871,754
3.6761714526284752,0.45424158176224444,-3.221929901358574,2.3603446378117114,0.42808534402762893,-1.932259213607923,783
5.894210906906717,0.4560841721500031,-5.438126731208036,14.975317625872856,0.16683941182837023,-14.80847870143114,812
7.991114773061599,0.11044872444546078,-7.880666150279187,7.295769176651946,0.09690936265793522,-7.198859560806139,841
6.729446117775443,0.33385877782743845,-6.3955872776489935,7.753921972966827,0.26073213594149697,-7.493189988938053,870
6.007934624462695,0.377893946793797,-5.630040682926199,5.231482818063381,0.5127155337713462,-4.718767081741738,899
8.720557874197997,0.314407996595103,-8.406149825292754,8.324750355914631,0.3214716362742196,-8.003278614145465,928
8.055838029728966,0.5171430076758943,-7.538695161897266,7.450628365035605,0.5473984068473884,-6.903229840033878,957
7.239320046320771,0.5278467716692301,-6.711473324070166,6.6259556238630175,0.4869360417391347,-6.1390194513101495,986
6.3280407822513265,0.5391060388600813,-5.788934772832128,5.6485008518252755,0.5105066172844541,-5.137994344255565,1015
5.237190315452668,0.5212482060197958,-4.715942122050394,4.475325778522323,0.4864499590038198,-3.9888760727063746,1044
12.551771055640039,0.4038042283505037,-12.147966849633063,12.354366623194872,0.20789394758443916,-12.146472492049226,1073
11.371398428440619,0.4459328604112518,-10.925465340913984,10.326407972690278,0.43706877463686783,-9.889339480779867,1102
9.835297801134473,0.5335551364944946,-9.301742789238002,9.061513436579071,0.5617417276433084,-8.499771928365252,1131
8.92689768613502,0.6136473021670239,-8.313250414460338,8.50187518955332,0.6152775857300885,-7.886598030022816,1160
8.504388920133144,0.6206256699272921,-7.8837632722865125,7.8799585705309845,0.5747969129444224,-7.305162142863316,1189
6.5146166765702995,0.6081417408641407,-5.906474882081693,4.463050694592231,0.5120983672353019,-3.9509521079274403,1218
3.63030996028223,0.5179465471581035,-3.112363355162388,4.247402906417847,0.5473741936472665,-3.700028444813416,1247
3.560078607241663,0.5662816598633553,-2.9937969699847002,2.3185059866019055,0.5151750471739642,-1.8033310881758158,1276
2.3392598668427556,0.46770760610847517,-1.871552297009654,1.6907793241264546,0.4548787311115096,-1.235900575080804,1305
1.2126144225962765,0.510472080016215,-0.7021423427114939,-0.1789604298836362,0.5865281029085142,0.7654885148580095,1334
9.413390952933584,0.4575461631573022,-8.955844427022544,7.034398028280883,0.7725704074960894,-6.261827722059942,1363
6.593841092720578,0.6359025393720499,-5.957938462397229,5.751477309032879,0.6289258045432842,-5.1225517745566576,1392
5.3648395974686025,0.6212994476663238,-4.743540077251531,4.578038422407302,0.5370231560901203,-4.041015354932937,1421
